criterion_id,category,tag,question,system_instruction,user_prompt_template,formula_or_data_needed,output_format
d24_epsbeat,D,M,Did the most recent reported quarter beat the EPS estimate?,"N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())","N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())",actual EPS > estimate (in-line if equal),N/A
d25_noearnings2wk,D,M,Is the thesis safe from being re-priced by an earnings surprise in the next 2 weeks?,"N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())","N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())",no earnings report within +/-14 days of today,N/A
d26_tailwind_judgment,D,J,Does this company's sector/theme have a genuine multi-year tailwind (not just a bounce)?,"You are scoring one criterion of a stock-picking rubric for a personal, low-frequency, high-conviction investment account. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then — no hindsight about how the sector/theme actually played out afterward. Respond with ONLY a JSON object: {""score"": 0|2|4, ""reasoning"": ""...""}","As of {as_of}, does {company}'s sector/theme have a genuine multi-year tailwind (not just a short-term bounce)? Score 4 (genuine multi-year tailwind), 2 (neutral), or 0 (headwind) — based on what was true and knowable as of {as_of}.

Company situation:
{company_brief}",judgment call - no fixed threshold,"{""score"": 0|2|4, ""reasoning"": str}"
d27_catalyst_judgment,D,J,"Is there a real catalyst or inflection point (new leadership/restructuring/product cycle) rather than ""waiting for the same thing to eventually work""?","You are scoring one criterion of a stock-picking rubric for a personal, low-frequency, high-conviction investment account. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. Respond with ONLY a JSON object: {""score"": 0|1|3, ""reasoning"": ""...""}","As of {as_of}, does {company}'s description or recent history suggest a real inflection point (new leadership, restructuring, a product cycle) rather than 'waiting for the same thing to eventually work'? Score 3 (real inflection point), 1 (unclear), or 0 (no visible catalyst) — based on what was true and knowable as of {as_of}.

Company situation:
{company_brief}",judgment call - no fixed threshold,"{""score"": 0|1|3, ""reasoning"": str}"
d28_pegroe_combo,D,M,"(Growth compounders only) Does this stock clear both ""cheap growth"" and ""high quality"" together?","N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail()) — archetype-conditional, N/A outside the compounder archetype","N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())",PEG < 1.5 AND ROE > 15% (partial credit if only one clears),N/A
e29_liquidity,E,M,Is this stock liquid enough to easily enter/exit a position of this account's typical size?,"N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())","N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())",average_volume / float above an approximate turnover threshold,N/A
e30_not_concentrated,E,M,Would buying this avoid adding to an already-large position in this name or sector?,"N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())","N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())",ticker not already held in the account,N/A
e31_iv_extreme,E,M,Is volatility elevated (real risk being priced) without being at distressed-debt extremes?,"N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())","N/A — mechanical criterion, computed directly by compute_rubric.py (no LLM call needed, see that script's evaluate_pass_fail())",0.25 < historical/implied volatility < 1.5 (approximate band),N/A
e32_fitstyle_judgment,E,J,Would this position fit the account's few-trades-a-quarter high-conviction style without needing active monitoring?,"You are scoring the final, holistic criterion of a stock-picking rubric for a personal, low-frequency (a few trades per quarter), high-conviction investment account. This criterion is a SYNTHESIS judgment made only after every other criterion has already been scored — it takes no independent data input of its own (per rubric.md: 'no fetch — inherently a synthesis judgment made after seeing everything else'). Respond with ONLY a JSON object: {""score"": 0|2, ""reasoning"": ""...""}","Given the full scored rubric below for {company} (all other criteria's scores and reasoning), would this position fit this account's stated few-trades-per-quarter, high-conviction style — i.e. is this a name you could hold with real conviction without needing active day-to-day monitoring? Score 2 (fits) or 0 (doesn't fit / would need active monitoring).

Full scored rubric so far:
{full_rubric_results_json}",holistic synthesis judgment - no data input at all,"{""score"": 0|2, ""reasoning"": str}"
b33_domainleadership_judgment,B (numbered 33),GATE,Is this company the top-tier / dominant leader in its specific market domain - or at least a solid niche leader - durable enough to hold through a full 10-year cycle regardless of near-term volatility?,"You are scoring one criterion of a stock-picking rubric for a personal, low-frequency, high-conviction investment account. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then — no hindsight about how the company's competitive position actually evolved afterward. This is a GATE, not a point score: dominant (5) or niche-leader (2) both QUALIFY the candidate for full scoring; sub-scale/commoditized (0) DISQUALIFIES it outright — the rest of the rubric does not get scored for a disqualified candidate. Respond with ONLY a JSON object: {""score"": 0|2|5, ""reasoning"": ""...""}","As of {as_of}, is {company} a top-tier/dominant leader in its specific market domain (clear #1 or #2, durable moat) or at least a solid niche leader (#3-4, real but not airtight moat) — durable enough to be worth holding through a full 10-year cycle regardless of near-term volatility? Or is it sub-scale/commoditized/easily disrupted? Score 5 (dominant leader), 2 (solid niche leader), or 0 (sub-scale/commoditized/disrupted) — based on {company}'s actual market position as of {as_of} only.

Company situation:
{company_brief}",dominant #1/#2 or solid niche/#3-4 leader -> qualifies (proceeds to scoring); sub-scale/commoditized/easily-disrupted -> DISQUALIFIED outright,"{""score"": 0|2|5, ""reasoning"": str}"
f10_valuation_vs_own_history,F - Valuation depth,M,Is the stock's current valuation multiple well below its own historical norm (a mean-reversion setup)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Compare current P/E (or EV/EBITDA if P/E is negative/not meaningful) to the stock's own trailing 5-year average multiple. Current multiple <70% of the 5yr average -> 2 (real de-rating, worth asking why), 70-100% -> 1, at/above its own historical average -> 0. Requires multi-year fundamentals history — flag N/A if fewer than 3 years of data available rather than computing off a short window.",N/A
f1_evebitda,F - Valuation depth,M,Is this stock cheap on an EV/EBITDA basis relative to its sector?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"EV/EBITDA = Enterprise Value / EBITDA (trailing 12mo). Common industry benchmarks run 6x-12x depending on sector (utilities lower, tech/software higher) — score relative to sector median, not an absolute number. < sector median -> 2, roughly in line -> 1, > sector median -> 0. Source: EV/EBITDA screening methodology, quant-investing.com / footnotesanalyst.com (2026 research pass).",N/A
f2_fcfyield,F - Valuation depth,M,Does this stock have a high free cash flow yield (real cash generation priced cheaply)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"FCF Yield = Free Cash Flow (ttm) / Enterprise Value * 100. Top-decile FCF-yield stocks have historically outperformed the broader market by 3-5%/yr (quant-investing.com backtest). >8% -> 2, 4-8% -> 1, <4% -> 0. Use a 5-year average for cyclical sectors to avoid a single peak/trough year distorting the read.",N/A
f3_grahamnumber,F - Valuation depth,M,Is the stock trading at or below its Benjamin Graham Number?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Graham Number = sqrt(22.5 * EPS * Book Value Per Share) — combines a max P/E of 15 and max P/B of 1.5, one of the most conservative classic value formulas (Graham, The Intelligent Investor). Price <= Graham Number -> 2, within 25% above it -> 1, >25% above -> 0. Most reliable for stable, asset-rich businesses; explicitly less reliable for high-growth/tech names with little book value — note that caveat in the score reasoning.",N/A
f4_ps_ratio,F - Valuation depth,M,Is this stock cheap on a Price/Sales basis relative to its sector?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"P/S = Market Cap / Revenue (ttm). Compare to sector median rather than an absolute cutoff (P/S norms vary hugely by sector — software commands higher multiples than retail/industrials on revenue alone). < sector median -> 2, near median -> 1, > sector median -> 0.",N/A
f5_pb_ratio,F - Valuation depth,M,Is this stock cheap on a Price/Book basis?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"P/B = Market Cap / Book Value. Classic Graham/deep-value threshold: P/B < 1.5 -> 2, 1.5-3.0 -> 1, >3.0 -> 0. Least meaningful for asset-light/high-IP businesses (software, services) where book value understates true asset base — flag that caveat when scoring such a name.",N/A
f6_forward_pe_discount,F - Valuation depth,M,Is the stock's forward P/E meaningfully cheaper than its own trailing P/E or historical average?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Compare forward P/E (next-12mo consensus estimate) to trailing P/E and to the stock's own 5-year average P/E. Forward P/E >15% below both -> 2 (market pricing in real improvement cheaply), forward roughly in line -> 1, forward P/E higher than trailing (deteriorating outlook priced in) -> 0.",N/A
f7_ev_sales_vs_margin,F - Valuation depth,M,Is the EV/Sales multiple reasonable given the company's actual margin profile?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"EV/Sales should scale with profitability — a business with high EV/Sales needs high margins to justify it. Compute EV/Sales / (Operating Margin * 100); lower is better (cheaper multiple per unit of margin quality). Below sector-median ratio -> 2, in line -> 1, above -> 0.",N/A
f8_shareholder_yield,F - Valuation depth,M,Is management returning meaningful capital to shareholders relative to the stock's price?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Shareholder Yield = Dividend Yield + Net Buyback Yield (change in shares outstanding, annualized). >5% combined -> 2, 2-5% -> 1, <2% or net share issuance -> 0. Captures total capital return, not just dividends — a common institutional value-screen addition.",N/A
f9_price_to_fcf,F - Valuation depth,M,Is the stock cheap on a Price/Free-Cash-Flow basis?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Price/FCF = Market Cap / Free Cash Flow (ttm). AAII's own value screen threshold: < 15 -> 2 (cheap cash generator), 15-25 -> 1, >25 -> 0. Distinct from EV/FCF-yield (f2) in using equity value not enterprise value — flags cases where a heavy debt load makes EV/EBITDA look worse than the equity-only multiple suggests, or vice versa.",N/A
g1_revgrowth3yr,G - Growth quality,M,"Has revenue grown at a strong, sustained rate over the last 3 years?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"3-year Revenue CAGR = (Revenue_now / Revenue_3yr_ago)^(1/3) - 1. >15%/yr -> 2, 5-15%/yr -> 1, <5%/yr -> 0. Use CAGR over a full 3-year window, not a single strong/weak year, to avoid rewarding one lumpy quarter.",N/A
g2_epsgrowth3yr,G - Growth quality,M,"Has EPS grown at a strong, sustained rate over the last 3 years?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"3-year EPS CAGR, same method as g1 applied to diluted EPS. >15%/yr -> 2, 5-15%/yr -> 1, <5%/yr or negative -> 0. Watch for buyback-driven EPS growth masking flat/declining net income — cross-check against revenue growth (g1); a large gap between EPS growth and revenue growth is a flag worth noting in the reasoning even though it doesn't change this score.",N/A
g3_revenue_acceleration,G - Growth quality,M,"Is revenue growth itself accelerating, not just positive?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Compare YoY revenue growth rate in the most recent quarter to the prior 1-2 quarters' YoY growth rates. Accelerating for 2+ consecutive quarters -> 2 (signals strengthening demand, share gains, or a successful product launch per estimate-revision/acceleration research), flat -> 1, decelerating -> 0. This is a trend-of-a-trend metric — genuinely different information from g1's static 3yr average.",N/A
g4_estimate_revisions,G - Growth quality,M,Are Wall Street analysts revising their earnings estimates UP for this stock?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Consensus forward-EPS estimate today vs. the same consensus estimate 90 days ago. Revised up >5% -> 2, roughly flat -> 1, revised down -> 0. Grounded in the earnings-forecast-revision factor literature (Guerard et al., composite CTEF model) — one of the more persistently documented return factors in academic finance, not just a momentum heuristic. Needs historical consensus-estimate data, which may not be available from every data source — leave N/A honestly if no estimate-revision history is fetchable rather than guessing.",N/A
g5_rule_of_40,G - Growth quality,M,Does this company clear the 'Rule of 40' (growth + profitability together)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Rule of 40 score = Revenue growth % (yoy) + FCF margin % (FCF / Revenue). >=40 -> 2, 30-40 -> 1, <30 -> 0. Common SaaS/growth-software quality heuristic — a fast-grower with weak margins or a profitable business with weak growth can both still clear it; only genuinely weak on both dimensions fails. Most relevant for growth/compounder archetypes, less meaningful for deep-value turnarounds where growth may be intentionally negative during a restructuring.",N/A
g6_margin_expansion,G - Growth quality,M,"Is operating margin actually expanding year-over-year, not just positive?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Current-quarter (or ttm) operating margin vs. the same period one year ago. Expanded >200bps -> 2 (growing profitably, operating leverage kicking in), roughly flat (+/-200bps) -> 1, contracted -> 0. Distinct from Category B's static operating-margin-positive check (b11) — this is about the *trend*, not the level.",N/A
g7_reinvestment_judgment,G - Growth quality,J,Is management credibly reinvesting for continued growth rather than harvesting the business?,"You are a senior growth-equity analyst who has spent a career evaluating whether management teams are genuinely building for the future or milking a maturing business. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. If you recognize this company and know things that happened to it AFTER {as_of}, deliberately set that knowledge aside. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, does {company}'s capital allocation (R&D/capex trajectory, stated strategy, management commentary) suggest genuine, credible reinvestment into future growth, rather than declining reinvestment / harvesting cash from a maturing business? Score 2 (credibly reinvesting for growth), 1 (mixed/unclear), or 0 (harvesting, declining reinvestment) — based only on what was true and knowable as of {as_of}.

Company situation:
{company_brief}","company_brief, R&D/capex trend if known","{""score"": 0|1|2, ""reasoning"": str}"
g8_growth_runway_judgment,G - Growth quality,J,"Does this company have real multi-year growth runway left, or is it already near-saturated?","You are a senior growth-equity analyst specializing in total-addressable-market (TAM) analysis and market-penetration curves. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. If you recognize this company and know things that happened to it AFTER {as_of}, deliberately set that knowledge aside. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, does {company} still have substantial, realistic runway to keep growing for years (low penetration of a large/growing addressable market, clear expansion vectors) or is it already dominant/saturated in a market that isn't itself growing much further? Score 2 (real multi-year runway), 1 (some runway, getting mature), or 0 (near-saturated, limited runway) — based only on what was true and knowable as of {as_of}.

Company situation:
{company_brief}","company_brief, market/TAM context if known","{""score"": 0|1|2, ""reasoning"": str}"
h1_altmanz,H - Balance sheet / financial health,M,Is this company's balance sheet financially healthy enough to survive a downturn (Altman Z-score)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Altman Z-score = 1.2*(Working Capital/Total Assets) + 1.4*(Retained Earnings/Total Assets) + 3.3*(EBIT/Total Assets) + 0.6*(Market Cap/Total Liabilities) + 1.0*(Sales/Total Assets). Safe zone > 2.99 (bankruptcy within 2yr statistically unlikely), grey zone 1.81-2.99 (no comfortable margin), distress zone < 1.81 (profile resembles historical bankruptcies). Source: Altman (1968), original manufacturing-firm coefficients — non-manufacturing/private variants use different coefficients, use the right variant for the sector. DATA GAP: no tool in this project currently returns working capital, retained earnings, or total liabilities as discrete fields — get_equity_fundamentals doesn't expose a balance sheet breakdown. Not fetchable with current tools; would need a new data source.",N/A
h2_currentratio,H - Balance sheet / financial health,M,"Does this company have enough short-term liquidity to cover its near-term obligations (current ratio), and is that ratio improving?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Current ratio = Current Assets / Current Liabilities. >1.5 generally healthy, <1.0 means current liabilities exceed current assets (liquidity risk). Piotroski F-score awards 1 point specifically for the ratio improving year-over-year (not just the absolute level) — Piotroski (2000), Journal of Accounting Research. DATA GAP: current assets/current liabilities aren't exposed as discrete fields by any tool in this project currently — same balance-sheet-detail gap as h1.",N/A
h3_interestcoverage,H - Balance sheet / financial health,M,Can this company comfortably service its debt from operating earnings (interest coverage ratio)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Interest coverage = EBIT / Interest Expense. Credit analysts commonly flag <3x as weak coverage (rising default risk), >6x as comfortable. DATA GAP: EBIT and interest expense aren't exposed as discrete fields by any tool in this project currently.",N/A
h4_debttoebitda,H - Balance sheet / financial health,M,Is this company's overall debt load reasonable relative to its cash-generating capacity (Net Debt/EBITDA)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Net Debt/EBITDA = (Total Debt - Cash & Equivalents) / EBITDA. <3x is generally considered investment-grade-like leverage; >5x is a commonly-used caution threshold across credit/equity research. DATA GAP: total debt, cash, and EBITDA aren't exposed as discrete fields by any tool in this project currently.",N/A
h5_cfo_positive,H - Balance sheet / financial health,M,Is this company generating positive real cash from its core operations (not just accounting profit)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Piotroski F-score component: Cash Flow from Operations (CFO) > 0 for the current fiscal year scores 1 point, else 0. Piotroski (2000). DATA GAP: operating cash flow isn't exposed as a discrete field by any tool in this project currently.",N/A
h6_accrual_quality,H - Balance sheet / financial health,M,"Is this company's reported profit backed by real cash flow, or mostly accounting accruals (earnings-quality check)?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Piotroski F-score accrual/quality-of-earnings component: 1 point if (Operating Cash Flow / Total Assets) > (Net Income / Total Assets) for the current year, else 0 — CFO consistently exceeding reported net income is a sign of higher-quality, less accrual-manipulated earnings. Piotroski (2000). DATA GAP: operating cash flow and total assets aren't exposed as discrete fields by any tool in this project currently.",N/A
h7_roa_improving,H - Balance sheet / financial health,M,"Is this company's return on assets actually improving year-over-year, not just positive?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Piotroski F-score component: 1 point if current-year ROA (Net Income/Total Assets) > prior-year ROA, else 0. Distinct from this rubric's existing b14_roa (which only checks the current level, not the trend) — Piotroski (2000). DATA GAP: prior-year total assets aren't exposed by any tool in this project currently; current ROA-level data does exist via b14_roa's own scan column.",N/A
h8_shareissuance_dilution,H - Balance sheet / financial health,M,Has this company avoided diluting existing shareholders with new stock issuance in the last year?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Piotroski F-score component: 1 point if shares outstanding did NOT increase year-over-year (no dilutive secondary offering), 0 if it did. Piotroski (2000). DATA GAP: prior-year shares-outstanding for a same-period comparison isn't exposed by any tool in this project currently; get_equity_fundamentals returns only a current shares_outstanding snapshot.",N/A
i1_insiderbuying_cluster,I - Ownership & sentiment,M,"Have multiple company insiders bought shares in a tight window recently (a buying cluster, not just one transaction)?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Cluster definition per academic research: 3+ distinct insiders buying the same stock within a 15-day window. Lakonishok & Lee (2001, Review of Financial Studies) found heavy insider buying outperformed the market by ~4.8% over the following 12 months; more recent research finds cluster purchases (within 2 days of a peer insider purchase) earn ~2.1% monthly abnormal returns vs. weaker returns for solitary purchases, and cluster purchases show ~3.8% abnormal returns over 21 trading days vs. lower for non-clustered buys. DATA GAP: no tool in this project's current toolset returns SEC Form 4 insider-transaction data. Not fetchable today — would need a new data source (e.g. SEC EDGAR Form 4 feed) before this criterion can be scored for real.",N/A
